OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
HYSIS,2018-096A,2026-06-30T19:31:15.055680,14.78643426,.0001854,97.9840,248.4540,90.3969,269.7455,0,U,43719,999,40943,.1544E-3,.1079E-4,0
KAZSTSAT,2018-099AB,2026-06-30T15:22:05.059776,14.99913928,.0008413,97.4297,212.9593,32.1219,328.0517,0,U,43783,999,41332,.16357E-3,.1975E-4,0
SAUDISAT 5A,2018-102A,2026-06-30T20:24:56.750976,15.28186994,.0011266,97.3062,243.1687,87.7862,272.4667,0,U,43831,999,41776,.20969E-3,.5697E-4,0
SAUDISAT 5B,2018-102C,2026-06-30T20:48:49.203360,15.28437102,.0011993,97.3172,246.2795,89.4156,270.8458,0,U,43833,999,41788,.20546E-3,.5624E-4,0
GAOFEN-10R,2019-066A,2026-06-30T20:24:21.658752,14.83029296,.0007176,98.0503,135.5291,89.7855,270.4180,0,U,44622,999,36440,.1499E-3,.1164E-4,0
CARTOSAT-3,2019-081A,2026-06-30T20:34:00.783264,15.19228110,.0013338,97.4298,243.5039,104.8976,255.3737,0,U,44804,999,36554,.1013E-3,.207E-4,0
GAOFEN-12 01,2019-082A,2026-06-30T20:49:20.887104,14.80469510,.0001719,97.8102,187.8859,56.3117,303.8260,0,U,44819,999,35611,.5988E-4,.407E-5,0
CSG-1,2019-092A,2026-06-30T19:45:48.674592,14.82155561,.0001402,97.8891,5.2287,90.1962,269.9412,0,U,44873,999,35349,.60084E-4,.426E-5,0
NEMO-HD,2020-061F,2026-06-30T20:42:36.487584,15.44866694,.0001603,97.1914,243.6793,74.0550,286.0876,0,U,46277,999,32409,.25188E-3,.11738E-3,0
SENTINEL-6A,2020-086A,2026-06-30T17:58:13.939680,12.80929946,.0007835,66.0412,106.8857,269.9702,90.0415,0,U,46984,999,26206,.68023E-5,-.59E-6,0
CAS500-1,2021-022A,2026-06-30T21:16:04.344960,15.20125156,.00034,97.3886,76.8615,231.6474,128.4456,0,U,47932,999,29284,.27319E-3,.5839E-4,0
GAOFEN-12 02,2021-026A,2026-06-30T21:07:23.378016,14.80306546,.000476,97.9924,180.0048,172.6485,187.4797,0,U,48079,999,28378,.56432E-4,.377E-5,0
PLEIADES NEO 3,2021-034A,2026-06-30T19:51:08.078976,14.81672391,.0001321,97.8940,256.3971,91.5374,268.5990,0,U,48268,999,27967,.30975E-4,.192E-5,0
PLEIADES NEO 4,2021-073E,2026-06-30T20:39:43.926048,14.81676821,.0001362,97.8939,256.4268,87.3273,272.8096,0,U,49070,999,26339,.97626E-4,.716E-5,0
LANDSAT 9,2021-088A,2026-06-30T15:44:24.842112,14.57106205,.0001221,98.2277,251.6700,86.2414,273.8924,0,U,49260,999,25296,.8562E-4,.34E-5,0
CSG-2,2022-008A,2026-06-30T20:34:24.417120,14.82153112,.0001521,97.8880,5.2564,84.1192,276.0195,0,U,51444,999,23861,.52476E-4,.366E-5,0
GAOFEN-12 03,2022-069A,2026-06-30T20:16:34.403232,14.80054849,.0002404,97.8269,69.3707,88.7187,271.4301,0,U,52912,999,21663,.12142E-3,.869E-5,0
SWOT,2022-173A,2026-06-30T18:41:39.108768,14.00171103,.0000311,77.6101,16.9609,87.2883,272.8304,0,U,54754,999,18105,.49478E-4,.7E-6,0
GAOFEN-12 04,2023-123A,2026-06-30T20:40:45.652800,14.79751575,.0003958,97.9114,99.6789,79.0263,281.1393,0,U,57654,999,15465,.1336E-3,.953E-5,0
PARS 1,2024-039Q,2026-06-30T21:47:36.453984,15.46009185,.0011234,97.4827,163.2626,71.2550,288.9917,0,U,59065,999,13076,.25189E-3,.1223E-3,0
RESURS-P 4,2024-061A,2026-06-30T20:20:24.622944,15.32207147,.0002946,97.2758,129.5090,109.6113,250.5448,0,U,59371,999,12585,.98226E-4,.2978E-4,0
LEGION 1,2024-081A,2026-06-30T18:02:26.378016,15.16757130,.0008262,97.5019,259.4642,328.9526,31.1217,0,U,59625,999,11959,.19937E-3,.3847E-4,0
LEGION 2,2024-081B,2026-06-30T18:45:53.318304,15.16736243,.0009902,97.5020,259.5912,291.1573,68.8601,0,U,59626,999,11960,.20967E-3,.4049E-4,0
ALOS-4 (DAICHI-4),2024-123A,2026-06-30T19:41:19.023648,14.79468473,.0001631,97.9219,278.8007,98.3017,261.8380,0,U,60182,999,10789,.20105E-3,.145E-4,0
LEGION 3,2024-146A,2026-06-30T18:29:34.014048,15.16052984,.0008821,45.0024,317.7036,246.3074,113.6880,0,U,60452,999,10408,.23779E-3,.4393E-4,0
LEGION 4,2024-146B,2026-06-30T18:33:49.642272,15.16137944,.0012154,45.0024,49.5955,23.4316,336.7115,0,U,60453,999,10293,.24257E-3,.45E-4,0
SENTINEL-2C,2024-157A,2026-06-30T16:03:24.389856,14.30821390,.0000905,98.5691,256.2603,92.3735,267.7552,0,U,60989,999,9491,.58712E-4,.11E-5,0
IONOSFERA-M 1,2024-199A,2026-06-30T18:24:01.603008,14.22756738,.0002184,98.7155,54.7945,92.2662,267.8766,0,U,61735,999,12963,.43116E-4,.53E-6,0
IONOSFERA-M 2,2024-199B,2026-06-30T19:13:21.872640,14.22760047,.0000467,98.7154,54.7389,45.3791,314.7425,0,U,61736,999,13276,.47665E-4,.63E-6,0
PRSC-EO1,2025-012A,2026-06-29T07:45:24.437664,15.17758644,.00058235,97.4228,252.5458,202.3113,157.7868,0,U,62725,999,8003,.31012403E-3,.6199E-4,0
BIOMASS,2025-090A,2026-06-30T19:24:06.734592,14.66986796,.0001208,98.0744,8.9237,90.5303,269.6040,0,U,63772,999,6268,.20206E-3,.1084E-4,0
GOSAT-GW (IBUKI GW),2025-141A,2026-06-30T19:50:04.581024,14.67554644,.0001426,98.0569,118.9219,84.2996,275.8371,0,U,64694,999,5384,.12353E-3,.653E-5,0
IONOSFERA-M 3,2025-155A,2026-06-30T21:37:45.969600,14.21488652,.0001739,98.6031,143.4614,134.0580,226.0741,0,U,64876,999,4835,.31441E-4,.26E-6,0
IONOSFERA-M 4,2025-155B,2026-06-30T20:46:32.720736,14.21491083,.0001494,98.6030,143.3439,112.5461,247.5874,0,U,64877,999,4834,.39259E-4,.43E-6,0
MICROCARB,2025-156A,2026-06-30T16:08:34.116576,14.72857015,.0016312,97.9949,258.5798,217.9186,142.0874,0,U,64899,999,4995,.92986E-4,.546E-5,0
CO3D 3,2025-156B,2026-06-30T17:55:51.808224,15.20196815,.0001801,97.4336,260.2452,112.0840,248.0586,0,U,64900,999,5159,.20448E-3,.4361E-4,0
CO3D 4,2025-156C,2026-06-30T16:21:18.213120,15.20185063,.0000659,97.4335,260.1801,185.0478,175.0751,0,U,64901,999,5158,.11468E-3,.2415E-4,0
CO3D 2,2025-156D,2026-06-30T18:42:51.270048,15.20199992,.0001472,97.4336,260.1761,94.6958,265.4445,0,U,64902,999,5159,.23075E-3,.4931E-4,0
CO3D 1,2025-156E,2026-06-30T18:43:04.548000,15.20204969,.0001362,97.4336,260.1762,104.8361,255.3025,0,U,64903,999,5159,.22404E-3,.4786E-4,0
PRSC-S1,2025-164A,2026-06-30T12:33:02.422080,15.06550381,.0005019,41.1288,212.6997,84.9950,275.1437,0,U,65055,999,5044,.20191E-3,.2863E-4,0
SENTINEL-6B,2025-264A,2026-06-30T17:58:44.003424,12.80929939,.0007918,66.0411,107.0111,268.8984,91.1124,0,U,66514,999,2890,-.5168E-6,-.61E-6,0
CAS500-3,2025-274F,2026-06-30T09:25:06.257856,14.88352436,.00069353,97.7444,109.1431,76.5580,283.6409,0,U,66655,999,3211,.14439281E-3,.1283E-4,0
CSG-3,2026-001A,2026-06-30T11:57:57.966048,14.82162622,.00014754,97.8889,4.9077,95.4937,264.6445,0,U,67304,999,2643,.4772621E-4,.328E-5,0
PRSC-E03,2026-092A,2026-06-30T20:10:35.141664,15.06741302,.0003027,38.0021,9.1652,146.7627,213.3325,0,U,68835,999,1001,.21192E-3,.3104E-4,0
CAS500-2,2026-100AK,2026-06-30T05:55:37.601472,15.20740849,.00092079,97.3894,78.8620,351.5900,8.5180,0,U,69013,999,879,.27527979E-3,.5997E-4,0
