OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
TIANYAN 01,2019-093C,2026-08-10T21:40:21.537120,14.86595944,.00119411,97.7503,293.7930,267.3528,92.6321,0,U,44881,999,35954,.10669643E-3,.893E-5,0
RS-44 & BREEZE-KM R/B,2019-096E,2026-08-10T17:32:41.814528,12.79748759,.0217701,82.5234,303.4678,17.1538,343.6772,0,U,44909,999,30932,-.17695401E-4,.7E-7,0
SALSAT,2020-068K,2026-08-10T22:42:04.404384,15.30502322,.00113883,97.8873,229.3801,107.8779,252.3703,0,U,46495,999,32373,.14360265E-3,.4156E-4,0
XW-3 (CAS-9),2021-131B,2026-08-10T23:08:34.287072,14.41401135,.00029867,98.4981,315.0579,304.6497,55.4410,0,U,50466,999,24300,.73478557E-4,.194E-5,0
GREENCUBE (IO-117),2022-080E,2026-08-10T12:02:00.884832,6.42583565,.00091342,70.1324,279.3589,277.5592,82.4030,0,U,53109,999,9555,0,-.3E-7,0
UMKA 1 (RS40S),2023-091G,2026-08-10T21:23:46.578912,15.21369651,.00108219,97.5015,281.3869,290.6847,69.3228,0,U,57172,999,17232,.13434443E-3,.2944E-4,0
CUBESX-HSE 3 (RS42S),2023-091N,2026-08-10T21:55:46.110432,15.32454706,.00087431,97.5060,289.2303,253.0543,106.9741,0,U,57178,999,17280,.2052525E-3,.6358E-4,0
MONITOR-3 (RS58S),2023-091Q,2026-08-10T20:48:55.589184,15.28818297,.00095498,97.5051,286.7412,264.0582,95.9569,0,U,57180,999,17264,.19617805E-3,.5423E-4,0
MONITOR-4 (RS57S),2023-091S,2026-08-10T21:48:32.282208,15.28909659,.00095682,97.5044,286.7571,264.2364,95.7785,0,U,57182,999,17265,.18627486E-3,.516E-4,0
MONITOR-2 (RS39S),2023-091U,2026-08-10T22:01:17.453568,15.19355565,.00092897,97.5036,280.8507,283.6358,76.3842,0,U,57184,999,17226,.12017772E-3,.2473E-4,0
