OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
HORIZONS-3E,2018-074B,2026-08-11T18:00:12.153024,1.00267183,.00001351,0.0476,255.7463,34.4184,109.0754,0,U,43633,999,2889,0,-.48E-6,0
AT&T T-16,2019-034A,2026-08-11T15:00:44.050176,1.00268760,.00003014,0.0168,89.0382,267.0437,88.3098,0,U,44333,999,2618,0,-.131E-5,0
INTELSAT 39 (IS-39),2019-049B,2026-08-11T23:40:21.863424,1.00268859,.00006161,0.0228,104.6976,249.8649,22.9218,0,U,44476,999,2568,0,0,0
GALAXY 30 (G-30),2020-056C,2026-08-11T16:36:27.063360,1.00272044,.00023423,0.0146,81.3509,72.8354,290.0601,0,U,46114,999,2184,0,.2E-6,0
GALAXY 33 (G-33),2022-128A,2026-08-11T16:34:12.277632,1.00270578,.0001698,0.0157,72.9169,75.7453,287.0300,0,U,54026,999,1429,0,.63E-6,0
GALAXY 34 (G-34),2022-128B,2026-08-11T16:35:19.669632,1.00275836,.00016965,0.0238,91.4895,70.8291,277.6744,0,U,54027,999,1446,0,0,0
GALAXY 31 (G-31),2022-153A,2026-08-11T14:54:59.600160,1.00271011,.00011662,0.0122,102.0693,47.2964,273.4498,0,U,54243,999,768,0,-.3E-7,0
GALAXY 32 (G-32),2022-153B,2026-08-11T13:20:53.623680,1.00268775,.00008475,0.0272,86.9016,326.0164,16.3301,0,U,54244,999,1369,0,0,0
GALAXY 35 (G-35),2022-170A,2026-08-11T13:20:16.183968,1.00270279,.00018155,0.0140,109.6143,35.6563,281.6980,0,U,54741,999,1344,0,-.178E-5,0
GALAXY 36 (G-36),2022-170B,2026-08-11T15:04:06.227040,1.00270389,.00022015,0.0314,209.2072,266.1163,341.7833,0,U,54742,999,1333,0,-.201E-5,0
GALAXY 37 (G-37),2023-112A,2026-08-11T16:35:57.111072,1.00271538,.00018615,0.0156,116.4230,39.7905,285.9346,0,U,57493,999,1109,0,0,0
